"BBBY","US0758961009",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"PAYX","US7043261079",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"VZ","VZ",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"WCRX","WCRX",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"GILD","US3755581036",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"CTSH","US1924461023",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"CA","CA",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"SYMC","US8715031089",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"VMED","VMED",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"EA","EA",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"MRK","MRK",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"SRCL","US8589121081",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"KLAC","US4824801009",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"NWSA","NWSA",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"T","T",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"XOM","XOM",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"MAT","MAT",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"FB","FB",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"CTXS","US1773761002",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"ISRG","US46120E6023",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"INTU","US4612021034",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"VRTX","US92532F1003",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"COST","US22160K1051",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"AA","AA",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"TXN","TXN",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"FFIV","FFIV",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
"AVGO","AVGO",1.00000,1.00,0.00,"YAHOOINDICES,DJI:DJI,NDX:NASDAQ",0,"2013-02-08","USD",,1.0000
