"DRREDDY.BO","INE089A01023","Dr. Reddy's Laboratories Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"DTV","DTV","DIRECTV","2013-02-06",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Agro-food","CONTINUOUS",0,1.00,"USD"
"EA","EA","Electronic Arts Inc.","2014-02-11",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Technology","CONTINUOUS",0,1.00,"USD"
"EBAY","EBAY","eBay Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Services","CONTINUOUS",0,1.00,"USD"
"ESRX","US3021821000","Express Scripts, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Health","CONTINUOUS",0,1.00,"USD"
"EXIDEIND.BO","INE302A01020","Exide Industries Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","AUTO ANCILLARIES","CONTINUOUS",0,1.00,"INR"
"EXPD","US3021301094","Expeditors International of Was","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Transports","CONTINUOUS",0,1.00,"USD"
"EXPE","US30212P1057","Expedia, Inc.","2013-02-06",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Leisure","CONTINUOUS",0,1.00,"USD"
"FAST","US3119001044","Fastenal Company","2014-02-11",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Construction","CONTINUOUS",0,1.00,"USD"
"FB","FB","Facebook, Inc.","2014-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Technology","CONTINUOUS",0,1.00,"USD"
"FEDERALBNK.BO","INE171A01011","Federal Bank Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","BANKS","CONTINUOUS",0,1.00,"INR"
"FFIV","FFIV","FFIV","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Technology","CONTINUOUS",0,1.00,"USD"
"FISV","US3377381088","Fiserv, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"FLEX","SG9999000020","Flextronics International Ltd.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Equipment","CONTINUOUS",0,1.00,"USD"
"FOSL","FOSL","Fossil, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Consumer Goods","CONTINUOUS",0,1.00,"USD"
"GAIL.BO","INE129A01019","GAIL (India) Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"GE","GE","General Electric Company Common","2014-02-11",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Investment Companies","CONTINUOUS",0,1.00,"USD"
"GILD","US3755581036","Gilead Sciences, Inc.","2014-02-11",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Biotechnology","CONTINUOUS",0,1.00,"USD"
"GLAXO.BO","INE159A01016","Glaxosmithkline Pharmaceuticals Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","PHARMACEUTICALS","CONTINUOUS",0,1.00,"INR"
"GLENMARK.BO","INE935A01035","Glenmark Pharmaceuticals Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","PHARMACEUTICALS","CONTINUOUS",0,1.00,"INR"
"GMCR","GMCR","Green Mountain Coffee Roasters,","2014-02-11",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Consumer Goods","CONTINUOUS",0,1.00,"USD"
"GMRINFRA.BO","INE776C01039","GMR Infrastructure Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","CONSTRUCTION","CONTINUOUS",0,1.00,"INR"
"GODREJCP.BO","INE102D01028","Godrej Consumer Products Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","PERSONAL CARE","CONTINUOUS",0,1.00,"INR"
"GOLD","GOLD","Randgold Resources Limited","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","N/A","CONTINUOUS",0,1.00,"USD"
"GOOG","US38259P5089","Google Inc.","2014-02-11",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Media","CONTINUOUS",0,1.00,"USD"
"GRASIM.BO","INE047A01013","Grasim Industries Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"GRMN","KYG372601099","Garmin Ltd.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Telecommunications","CONTINUOUS",0,1.00,"USD"
"GSKCONS.BO","INE264A01014","GlaxoSmithkline Consumer Healthcare Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","FOOD AND FOOD PROCESSING","CONTINUOUS",0,1.00,"INR"
"HCLTECH.BO","INE860A01027","HCL Technologies Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"HD","HD","Home Depot, Inc. (The) Common S","2013-02-07",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Distribution","CONTINUOUS",0,1.00,"USD"
"HDFC.BO","INE001A01036","Housing Development Finance Corporation Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"HDFCBANK.BO","INE040A01026","HDFC Bank Ltd.","2013-02-07",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"HEROMOTOCO.BO","INE158A01026","Hero MotoCorp Ltd.","2013-01-21",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"HINDALCO.BO","INE038A01020","Hindalco Industries Ltd.","2013-02-08",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"HINDPETRO.BO","INE094A01015","Hindustan Petroleum Corporation Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","REFINERIES","CONTINUOUS",0,1.00,"INR"
"HINDUNILVR.BO","INE030A01027","Hindustan Unilever Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"HPQ","HPQ","Hewlett-Packard Company Common","2013-02-07",1,"YAHOO","NYSE","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"HSIC","US8064071025","Henry Schein, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Health","CONTINUOUS",0,1.00,"USD"
"IBM","IBM","International Business Machines","2014-02-14",1,"YAHOO","NYSE","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"ICICIBANK.BO","INE090A01013","ICICI Bank Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"IDBI.BO","INE008A01015","IDBI Bank Ltd.","2013-02-07",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","BANKS","CONTINUOUS",0,1.00,"INR"
"IDEA.BO","INE669E01016","Idea Cellular Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","TELECOMMUNICATION - SERVICES","CONTINUOUS",0,1.00,"INR"
"IDFC.BO","INE043D01016","IDFC Ltd.","2013-05-20",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"INDHOTEL.BO","INE053A01029","Indian Hotels Co. Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","HOTELS","CONTINUOUS",0,1.00,"INR"
"INDUSINDBK.BO","INE095A01012","IndusInd Bank Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","BANKS","CONTINUOUS",0,1.00,"INR"
"INFY.BO","INE009A01021","Infosys Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"INTC","INTC","Intel Corporation","2013-05-17",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"INTU","US4612021034","Intuit Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","IT","CONTINUOUS",0,1.00,"USD"
"ISRG","US46120E6023","Intuitive Surgical, Inc.","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Health","CONTINUOUS",0,1.00,"USD"
"ITC.BO","INE154A01025","I T C Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
